"idno","nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","hhmmb","gndr","agea","cntry","maritalb","chldhhe","domicil","eduyrs"
10897,20,5,300,8,8,8,1,"Mujeres",52,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",16
10901,60,1,NA,3,3,5,1,"Mujeres",78,"Hungary","Viudo/a","Con menores en el hogar","Ciudad pequena",8
10929,60,4,60,5,7,2,1,"Mujeres",70,"Hungary","Viudo/a","Con menores en el hogar","Gran ciudad",12
10940,15,5,120,6,6,6,3,"Mujeres",41,"Hungary","Casado/a",NA,"Ciudad pequena",15
10944,150,5,60,4,6,7,1,"Varones",31,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",11
10969,30,5,300,5,5,6,4,"Mujeres",48,"Hungary","Casado/a",NA,"Pueblo rural",11
10974,30,1,NA,5,4,5,2,"Mujeres",75,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",8
10976,0,5,270,2,3,1,4,"Mujeres",48,"Hungary","Casado/a",NA,"Gran ciudad",11
10985,60,5,60,4,4,5,3,"Mujeres",60,"Hungary","Viudo/a",NA,"Gran ciudad",12
10998,15,5,180,0,1,3,2,"Mujeres",44,"Hungary","Divorciado/a","Sin menores en el hogar","Ciudad pequena",12
11018,0,5,420,5,7,5,3,"Varones",22,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",15
11027,0,5,180,7,7,6,3,"Mujeres",17,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",11
11034,30,1,NA,7,6,6,1,"Varones",82,"Hungary","Viudo/a","Con menores en el hogar","Ciudad pequena",8
11039,0,2,NA,6,4,4,3,"Mujeres",24,"Hungary","Casado/a",NA,"Ciudad pequena",12
11040,300,5,90,4,4,4,2,"Varones",60,"Hungary","Divorciado/a","Sin menores en el hogar","Ciudad pequena",13
11042,180,5,150,6,7,6,3,"Varones",67,"Hungary","Casado/a",NA,"Pueblo rural",11
11049,60,4,180,3,5,3,2,"Mujeres",41,"Hungary","Divorciado/a",NA,"Gran ciudad",13
11057,30,3,NA,3,5,0,5,"Mujeres",39,"Hungary","Casado/a",NA,"Pueblo rural",11
11073,45,1,NA,5,2,3,1,"Mujeres",78,"Hungary","Viudo/a","Con menores en el hogar","Ciudad pequena",11
11075,40,5,80,8,8,7,4,"Mujeres",47,"Hungary","Divorciado/a",NA,"Gran ciudad",12
11086,120,3,NA,6,4,5,3,"Mujeres",33,"Hungary","Casado/a",NA,"Gran ciudad",11
11089,20,1,NA,NA,NA,NA,2,"Varones",81,"Hungary","Casado/a","Sin menores en el hogar","Gran ciudad",8
11095,40,4,80,7,3,5,4,"Mujeres",51,"Hungary","Casado/a",NA,"Gran ciudad",12
11097,30,5,90,5,5,5,2,"Mujeres",58,"Hungary","Casado/a","Con menores en el hogar","Gran ciudad",15
11103,15,5,120,4,5,3,2,"Mujeres",52,"Hungary","Casado/a","Sin menores en el hogar","Pueblo rural",11
11112,0,5,80,7,6,7,1,"Mujeres",57,"Hungary","Soltero/a","Sin menores en el hogar","Gran ciudad",12
11120,15,4,90,7,2,5,3,"Varones",57,"Hungary","Casado/a","Con menores en el hogar","Gran ciudad",17
11130,60,5,300,7,8,6,3,"Mujeres",46,"Hungary","Casado/a",NA,"Ciudad pequena",12
11131,1020,5,90,5,0,6,3,"Varones",74,"Hungary","Casado/a",NA,"Ciudad pequena",14
11135,0,5,60,8,7,4,3,"Varones",20,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",12
11143,1200,5,240,5,5,5,2,"Varones",16,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",9
11147,40,4,120,7,5,5,2,"Varones",81,"Hungary","Viudo/a","Sin menores en el hogar","Gran ciudad",11
11156,20,5,240,8,8,8,3,"Mujeres",35,"Hungary","Soltero/a",NA,"Gran ciudad",12
11160,60,5,180,3,9,3,2,"Varones",49,"Hungary","Casado/a","Sin menores en el hogar","Gran ciudad",11
11161,10,4,180,0,6,8,2,"Mujeres",56,"Hungary","Casado/a","Con menores en el hogar","Ciudad pequena",12
11162,30,5,30,5,6,3,3,"Varones",29,"Hungary","Soltero/a",NA,"Pueblo rural",15
11164,45,4,60,6,8,6,2,"Mujeres",56,"Hungary","Casado/a","Sin menores en el hogar","Ciudad pequena",14
11174,30,5,60,0,10,7,3,"Varones",31,"Hungary","Casado/a",NA,"Pueblo rural",8
11177,901,3,NA,0,0,0,4,"Varones",21,"Hungary","Soltero/a",NA,"Ciudad pequena",9
11183,120,5,60,5,7,2,2,"Varones",71,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",20
11195,30,4,60,6,5,7,7,"Mujeres",17,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",10
11205,20,5,90,8,8,7,2,"Mujeres",60,"Hungary","Casado/a","Con menores en el hogar","Gran ciudad",12
11216,45,4,60,7,4,7,2,"Mujeres",57,"Hungary","Casado/a","Con menores en el hogar","Ciudad pequena",11
11218,0,5,360,8,8,4,3,"Varones",16,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",8
11222,20,5,NA,8,9,9,4,"Mujeres",32,"Hungary","Casado/a",NA,"Ciudad pequena",11
11228,40,5,90,7,5,6,2,"Mujeres",53,"Hungary","Casado/a","Sin menores en el hogar","Gran ciudad",12
11230,30,5,480,8,7,8,3,"Mujeres",42,"Hungary","Divorciado/a",NA,"Gran ciudad",16
11239,709,5,180,5,5,5,3,"Mujeres",51,"Hungary","Casado/a",NA,"Pueblo rural",16
11250,30,1,NA,5,5,7,2,"Varones",73,"Hungary","Casado/a","Con menores en el hogar","Ciudad pequena",13
11251,90,5,130,4,5,3,4,"Mujeres",32,"Hungary","Soltero/a",NA,"Pueblo rural",8
11259,45,5,120,5,4,4,2,"Mujeres",41,"Hungary","Casado/a","Sin menores en el hogar","Gran ciudad",17
11266,30,5,90,3,4,4,3,"Varones",23,"Hungary","Soltero/a","Sin menores en el hogar","Gran ciudad",12
11271,30,4,60,2,3,2,1,"Varones",42,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",11
11274,30,4,90,8,7,8,2,"Varones",66,"Hungary","Casado/a","Sin menores en el hogar","Gran ciudad",11
11281,20,2,NA,4,4,5,3,"Varones",42,"Hungary","Casado/a",NA,"Gran ciudad",11
11292,0,5,480,1,2,5,3,"Mujeres",16,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",9
11297,20,5,120,7,6,8,4,"Mujeres",47,"Hungary","Casado/a",NA,"Gran ciudad",16
11298,20,3,NA,2,2,3,4,"Varones",47,"Hungary","Casado/a",NA,"Ciudad pequena",11
11302,30,5,60,0,5,3,5,"Varones",21,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",8
11328,30,5,180,3,3,3,3,"Varones",21,"Hungary","Soltero/a",NA,"Ciudad pequena",8
11336,644,3,NA,3,6,2,4,"Mujeres",22,"Hungary","Soltero/a",NA,"Pueblo rural",8
11350,60,4,100,6,6,7,2,"Varones",70,"Hungary","Viudo/a",NA,"Gran ciudad",13
11379,15,1,NA,2,2,4,1,"Mujeres",79,"Hungary","Viudo/a","Con menores en el hogar","Pueblo rural",6
11395,120,5,210,7,6,4,4,"Mujeres",47,"Hungary","Casado/a",NA,"Gran ciudad",12
11429,0,1,NA,8,3,7,6,"Mujeres",67,"Hungary","Casado/a",NA,"Ciudad pequena",11
11447,60,5,180,5,8,7,2,"Varones",66,"Hungary","Casado/a","Con menores en el hogar","Gran ciudad",11
11450,60,5,120,3,2,4,4,"Mujeres",49,"Hungary","Casado/a",NA,"Ciudad pequena",14
11451,30,1,NA,5,4,3,1,"Varones",53,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",11
11452,30,5,120,4,7,9,5,"Mujeres",42,"Hungary","Casado/a",NA,"Pueblo rural",16
11470,25,5,45,4,3,3,2,"Mujeres",66,"Hungary","Casado/a","Sin menores en el hogar","Gran ciudad",11
11475,120,5,300,10,6,7,3,"Mujeres",42,"Hungary","Divorciado/a",NA,"Pueblo rural",12
11487,40,5,150,3,5,5,4,"Varones",36,"Hungary","Casado/a",NA,"Ciudad pequena",12
11491,20,1,NA,5,5,4,2,"Mujeres",70,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",8
11523,30,5,NA,0,10,0,5,"Mujeres",17,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",10
11530,30,1,NA,7,7,6,2,"Mujeres",48,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",11
11552,0,4,180,4,6,7,3,"Mujeres",42,"Hungary","Casado/a",NA,"Ciudad pequena",11
11569,30,1,NA,2,6,3,3,"Mujeres",67,"Hungary","Divorciado/a",NA,"Ciudad pequena",8
11573,60,1,NA,7,7,7,1,"Mujeres",78,"Hungary","Viudo/a","Con menores en el hogar","Ciudad pequena",17
11587,10,5,120,7,7,6,3,"Mujeres",24,"Hungary","Soltero/a","Sin menores en el hogar","Gran ciudad",12
11588,120,1,NA,5,5,5,2,"Mujeres",72,"Hungary","Casado/a","Con menores en el hogar","Gran ciudad",12
11590,30,1,NA,2,2,3,1,"Varones",78,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",8
11597,20,4,120,8,5,6,3,"Mujeres",42,"Hungary","Casado/a",NA,"Gran ciudad",12
11611,40,1,NA,3,7,5,2,"Varones",87,"Hungary","Casado/a","Con menores en el hogar","Gran ciudad",16
11621,30,5,240,5,5,5,5,"Mujeres",21,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",13
11630,300,1,NA,4,2,2,2,"Mujeres",81,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",8
11633,60,1,NA,7,3,4,2,"Varones",68,"Hungary","Casado/a","Sin menores en el hogar","Pueblo rural",8
11661,30,2,NA,5,5,5,2,"Mujeres",52,"Hungary","Casado/a","Con menores en el hogar","Gran ciudad",11
11672,60,5,120,7,7,7,2,"Varones",32,"Hungary","Casado/a","Sin menores en el hogar","Pueblo rural",14
11691,30,2,NA,0,5,9,3,"Varones",47,"Hungary","Casado/a",NA,"Pueblo rural",10
11699,45,5,180,5,5,5,3,"Varones",45,"Hungary","Casado/a","Con menores en el hogar","Ciudad pequena",15
11707,25,4,60,5,5,5,4,"Varones",52,"Hungary","Casado/a",NA,"Ciudad pequena",10
11720,60,1,NA,1,1,3,2,"Varones",67,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",NA
11738,20,1,NA,8,7,6,2,"Mujeres",65,"Hungary","Casado/a","Sin menores en el hogar","Pueblo rural",18
11740,10,5,180,4,4,4,2,"Mujeres",49,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",11
11752,30,5,60,8,7,6,3,"Mujeres",52,"Hungary","Casado/a",NA,"Gran ciudad",12
11760,60,5,60,6,5,6,1,"Varones",59,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",11
11761,20,4,120,9,9,10,3,"Mujeres",53,"Hungary","Casado/a",NA,"Pueblo rural",12
11779,30,1,NA,5,5,6,1,"Mujeres",79,"Hungary","Viudo/a","Con menores en el hogar","Gran ciudad",11
11783,30,5,780,7,8,6,2,"Mujeres",36,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",12
11786,921,5,NA,1,5,4,3,"Varones",21,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",16
11795,30,5,180,3,4,4,2,"Varones",46,"Hungary","Casado/a","Con menores en el hogar","Ciudad pequena",11
11808,15,5,45,1,3,3,4,"Mujeres",54,"Hungary","Casado/a",NA,"Gran ciudad",11
11813,120,1,NA,7,4,3,1,"Mujeres",90,"Hungary","Viudo/a","Con menores en el hogar","Pueblo rural",8
11817,30,5,90,0,5,0,6,"Varones",47,"Hungary","Divorciado/a",NA,"Pueblo rural",8
11822,20,5,240,7,6,5,4,"Varones",40,"Hungary","Casado/a",NA,"Gran ciudad",12
11854,90,1,NA,2,2,7,2,"Varones",73,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",12
11864,627,1,NA,1,0,0,4,"Mujeres",54,"Hungary","Viudo/a",NA,"Pueblo rural",10
11870,994,5,150,0,0,0,2,"Varones",56,"Hungary","Casado/a","Con menores en el hogar","Ciudad pequena",10
11874,20,4,90,6,7,4,3,"Varones",28,"Hungary","Casado/a",NA,"Gran ciudad",13
11888,90,3,NA,6,5,2,1,"Mujeres",73,"Hungary","Divorciado/a","Con menores en el hogar","Gran ciudad",12
11906,0,5,60,8,8,8,3,"Mujeres",51,"Hungary","Casado/a",NA,"Gran ciudad",11
11922,1188,3,NA,6,7,7,1,"Mujeres",68,"Hungary","Viudo/a","Con menores en el hogar",NA,12
11927,30,5,120,3,3,3,4,"Mujeres",44,"Hungary","Divorciado/a",NA,"Ciudad pequena",13
11958,NA,1,NA,4,5,6,3,"Mujeres",37,"Hungary","Soltero/a",NA,"Pueblo rural",8
11975,185,5,185,7,5,4,1,"Mujeres",68,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",30
11989,20,5,80,8,1,6,3,"Mujeres",24,"Hungary","Soltero/a","Sin menores en el hogar","Granja o casa en el campo",17
12007,120,1,NA,6,6,6,1,"Mujeres",90,"Hungary","Viudo/a","Sin menores en el hogar","Pueblo rural",13
12017,60,5,90,7,7,6,2,"Varones",61,"Hungary","Casado/a","Con menores en el hogar","Ciudad pequena",12
12019,850,4,NA,0,0,0,3,"Varones",54,"Hungary","Casado/a",NA,"Ciudad pequena",11
12020,60,4,120,4,7,5,1,"Mujeres",72,"Hungary","Viudo/a","Sin menores en el hogar","Pueblo rural",17
12023,120,1,NA,0,5,0,6,"Mujeres",70,"Hungary","Viudo/a",NA,"Pueblo rural",13
12034,40,1,NA,2,4,2,1,"Mujeres",79,"Hungary","Viudo/a","Con menores en el hogar","Pueblo rural",11
12039,848,1,NA,0,3,3,1,"Mujeres",74,"Hungary","Viudo/a","Con menores en el hogar","Pueblo rural",8
12078,60,5,180,7,6,4,3,"Mujeres",50,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",12
12087,60,4,60,4,5,2,6,"Mujeres",46,"Hungary","Casado/a",NA,"Pueblo rural",8
12088,703,1,NA,3,4,2,3,"Varones",60,"Hungary","Casado/a",NA,"Ciudad pequena",11
12090,0,1,NA,5,5,5,1,"Mujeres",68,"Hungary","Casado/a","Con menores en el hogar","Ciudad pequena",8
12092,30,5,180,7,7,6,3,"Varones",49,"Hungary","Casado/a",NA,"Pueblo rural",8
12102,90,1,NA,5,5,5,3,"Varones",69,"Hungary","Casado/a",NA,"Pueblo rural",4
12116,30,5,90,7,6,8,2,"Mujeres",55,"Hungary","Casado/a","Con menores en el hogar","Afueras de una gran ciudad",12
12118,30,5,180,5,5,5,4,"Mujeres",21,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",14
12119,30,1,NA,7,8,8,1,"Mujeres",71,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",11
12123,0,5,180,2,8,5,2,"Mujeres",31,"Hungary","Casado/a","Sin menores en el hogar","Pueblo rural",16
12125,90,4,180,7,7,7,3,"Mujeres",36,"Hungary","Casado/a",NA,"Pueblo rural",12
12134,80,2,NA,3,3,2,2,"Varones",57,"Hungary","Casado/a","Sin menores en el hogar","Ciudad pequena",11
12136,40,5,60,5,4,5,2,"Mujeres",66,"Hungary","Casado/a","Sin menores en el hogar","Ciudad pequena",11
12137,40,4,160,4,6,5,4,"Mujeres",30,"Hungary","Soltero/a",NA,"Gran ciudad",12
12140,973,5,45,5,5,6,3,"Mujeres",29,"Hungary","Casado/a",NA,"Ciudad pequena",13
12154,0,1,NA,3,2,3,1,"Mujeres",60,"Hungary","Divorciado/a","Con menores en el hogar","Ciudad pequena",9
12155,90,1,NA,4,5,4,3,"Varones",33,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",11
12165,10,5,960,5,5,6,4,"Mujeres",15,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",15
12173,30,3,NA,6,5,6,2,"Mujeres",65,"Hungary","Casado/a","Con menores en el hogar","Afueras de una gran ciudad",11
12180,60,4,80,8,7,7,2,"Mujeres",65,"Hungary","Casado/a","Con menores en el hogar","Gran ciudad",11
12221,35,1,NA,5,5,4,2,"Mujeres",60,"Hungary","Casado/a","Con menores en el hogar","Ciudad pequena",8
12232,65,NA,NA,NA,4,4,4,"Varones",21,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",14
12334,20,5,120,1,5,3,2,"Mujeres",72,"Hungary","Casado/a","Con menores en el hogar","Gran ciudad",8
12335,30,1,NA,3,3,2,2,"Mujeres",78,"Hungary","Casado/a","Con menores en el hogar","Ciudad pequena",12
12336,90,1,NA,8,7,7,4,"Mujeres",78,"Hungary","Viudo/a",NA,"Pueblo rural",8
12355,30,5,150,8,8,7,1,"Mujeres",66,"Hungary","Viudo/a","Con menores en el hogar","Ciudad pequena",10
12356,25,5,180,6,6,7,1,"Mujeres",60,"Hungary","Divorciado/a","Con menores en el hogar","Gran ciudad",12
12362,180,1,NA,1,3,0,3,"Mujeres",73,"Hungary","Viudo/a",NA,"Afueras de una gran ciudad",12
12366,60,5,60,5,7,7,2,"Mujeres",64,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",12
12375,30,2,NA,5,5,5,2,"Varones",66,"Hungary","Casado/a","Con menores en el hogar","Gran ciudad",8
12385,40,5,210,5,4,7,3,"Mujeres",23,"Hungary","Soltero/a","Sin menores en el hogar","Gran ciudad",15
12388,30,5,60,8,6,6,1,"Mujeres",63,"Hungary","Viudo/a","Con menores en el hogar","Ciudad pequena",12
12395,30,5,300,7,6,7,1,"Mujeres",52,"Hungary","Divorciado/a","Sin menores en el hogar","Gran ciudad",12
12412,60,1,NA,5,6,2,1,"Mujeres",64,"Hungary","Viudo/a","Con menores en el hogar","Pueblo rural",12
12415,617,1,NA,4,5,5,1,"Mujeres",85,"Hungary","Viudo/a","Sin menores en el hogar","Pueblo rural",12
12439,30,5,180,5,7,4,2,"Varones",48,"Hungary","Divorciado/a","Con menores en el hogar","Pueblo rural",11
12441,5,3,NA,7,2,3,2,"Varones",87,"Hungary","Casado/a","Con menores en el hogar","Gran ciudad",12
12464,10,5,240,6,6,5,3,"Mujeres",16,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",9
12476,0,5,720,4,4,5,4,"Mujeres",42,"Hungary","Casado/a",NA,"Gran ciudad",16
12477,10,5,150,2,4,2,2,"Mujeres",47,"Hungary","Casado/a","Sin menores en el hogar","Gran ciudad",12
12482,30,4,240,4,4,3,2,"Mujeres",52,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",17
12488,30,4,60,7,8,8,4,"Mujeres",52,"Hungary","Casado/a",NA,"Gran ciudad",12
12492,0,1,NA,NA,NA,5,5,"Mujeres",15,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",NA
12503,5,1,NA,8,3,6,4,"Varones",80,"Hungary","Casado/a",NA,"Pueblo rural",11
12508,600,5,600,8,8,9,1,"Mujeres",64,"Hungary","Divorciado/a","Con menores en el hogar","Ciudad pequena",18
12536,20,3,NA,4,4,4,2,"Mujeres",63,"Hungary","Casado/a","Con menores en el hogar","Ciudad pequena",12
12540,5,5,60,2,5,3,4,"Mujeres",23,"Hungary","Soltero/a",NA,"Pueblo rural",14
12556,20,2,NA,6,8,6,1,"Mujeres",78,"Hungary","Viudo/a","Con menores en el hogar","Gran ciudad",8
12565,20,5,180,8,7,7,2,"Mujeres",28,"Hungary","Casado/a","Sin menores en el hogar","Gran ciudad",12
12570,582,1,NA,0,4,0,1,"Mujeres",90,"Hungary","Viudo/a","Con menores en el hogar","Ciudad pequena",6
12571,60,5,120,5,5,5,2,"Varones",26,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",11
12573,30,2,NA,2,1,1,2,"Varones",68,"Hungary","Casado/a","Con menores en el hogar","Gran ciudad",11
12577,30,5,360,5,5,2,3,"Mujeres",61,"Hungary","Divorciado/a",NA,"Pueblo rural",13
12585,20,5,90,6,6,7,2,"Mujeres",63,"Hungary","Casado/a","Con menores en el hogar","Gran ciudad",13
12591,60,4,240,0,0,3,3,"Mujeres",54,"Hungary","Casado/a",NA,"Afueras de una gran ciudad",13
12596,30,3,NA,7,5,5,3,"Varones",31,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",15
12604,60,1,NA,7,3,3,1,"Mujeres",71,"Hungary","Viudo/a","Con menores en el hogar","Ciudad pequena",11
12640,30,5,60,4,5,7,4,"Varones",45,"Hungary","Casado/a",NA,"Pueblo rural",12
12650,30,1,NA,3,1,4,4,"Mujeres",55,"Hungary","Casado/a",NA,"Ciudad pequena",14
12657,5,5,300,5,5,2,5,"Mujeres",19,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",13
12673,30,4,60,4,5,5,2,"Mujeres",70,"Hungary","Casado/a","Con menores en el hogar","Gran ciudad",16
12678,60,4,480,0,3,0,3,"Varones",54,"Hungary","Casado/a",NA,"Gran ciudad",15
12704,60,1,NA,4,4,4,1,"Mujeres",90,"Hungary","Viudo/a","Con menores en el hogar","Pueblo rural",8
12712,564,4,180,8,6,5,4,"Varones",34,"Hungary","Casado/a",NA,"Ciudad pequena",14
12717,120,1,NA,5,7,3,1,"Mujeres",75,"Hungary","Viudo/a","Con menores en el hogar","Ciudad pequena",8
12722,15,4,40,7,4,4,2,"Varones",54,"Hungary","Casado/a","Sin menores en el hogar","Gran ciudad",12
12738,60,4,120,3,3,4,1,"Mujeres",61,"Hungary","Viudo/a","Con menores en el hogar","Pueblo rural",11
12752,0,5,140,1,2,1,1,"Mujeres",38,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",16
12765,30,5,120,3,3,3,2,"Mujeres",65,"Hungary","Casado/a","Sin menores en el hogar","Pueblo rural",12
12781,30,5,60,3,3,3,3,"Varones",43,"Hungary","Casado/a",NA,"Pueblo rural",11
12782,40,5,390,7,6,7,2,"Mujeres",72,"Hungary","Viudo/a",NA,"Gran ciudad",12
12783,15,1,NA,2,1,5,2,"Varones",77,"Hungary","Viudo/a",NA,"Ciudad pequena",11
12785,20,1,NA,5,5,2,1,"Mujeres",80,"Hungary","Viudo/a","Con menores en el hogar","Ciudad pequena",16
12803,691,2,NA,1,0,0,3,"Varones",52,"Hungary","Casado/a",NA,"Ciudad pequena",11
12819,0,5,120,5,5,2,5,"Mujeres",56,"Hungary","Casado/a",NA,"Pueblo rural",12
12845,30,3,NA,5,5,2,1,"Mujeres",53,"Hungary","Divorciado/a","Con menores en el hogar","Gran ciudad",11
12848,NA,1,NA,3,2,2,1,"Mujeres",77,"Hungary","Viudo/a","Sin menores en el hogar","Pueblo rural",8
12850,120,5,720,6,6,6,2,"Varones",24,"Hungary","Casado/a","Sin menores en el hogar","Pueblo rural",12
12854,8,5,90,8,7,6,3,"Mujeres",58,"Hungary","Casado/a",NA,"Ciudad pequena",17
12863,5,5,NA,8,9,8,3,"Mujeres",49,"Hungary","Casado/a",NA,"Pueblo rural",11
12865,10,4,90,3,5,2,3,"Varones",44,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",13
12873,30,4,180,5,5,5,2,"Varones",52,"Hungary","Soltero/a","Sin menores en el hogar","Gran ciudad",12
12887,60,5,60,3,3,5,2,"Mujeres",81,"Hungary","Casado/a","Con menores en el hogar","Ciudad pequena",8
12890,120,1,NA,6,6,5,1,"Mujeres",79,"Hungary","Viudo/a",NA,"Pueblo rural",8
12902,NA,1,NA,5,10,0,5,"Mujeres",60,"Hungary","Casado/a",NA,"Ciudad pequena",11
12915,20,1,NA,4,3,3,1,"Varones",53,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",3
12931,NA,4,NA,2,3,3,4,"Varones",41,"Hungary","Casado/a",NA,"Ciudad pequena",15
12935,60,3,NA,2,7,7,3,"Varones",55,"Hungary","Casado/a",NA,"Pueblo rural",15
12948,10,2,NA,4,5,4,2,"Mujeres",49,"Hungary","Casado/a","Con menores en el hogar","Gran ciudad",11
12958,60,3,NA,10,10,9,3,"Mujeres",44,"Hungary","Casado/a",NA,"Ciudad pequena",12
12965,0,5,180,8,8,8,3,"Mujeres",34,"Hungary","Casado/a",NA,"Gran ciudad",16
12983,0,5,360,7,7,8,3,"Mujeres",21,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",12
13003,30,1,NA,3,4,4,1,"Mujeres",87,"Hungary","Viudo/a","Con menores en el hogar","Gran ciudad",11
13005,80,5,60,9,5,4,4,"Varones",59,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",11
13020,10,2,NA,7,7,8,2,"Varones",71,"Hungary","Casado/a","Sin menores en el hogar","Gran ciudad",11
13023,60,1,NA,8,6,4,2,"Varones",48,"Hungary","Casado/a","Sin menores en el hogar","Ciudad pequena",10
13030,30,5,180,1,1,2,4,"Varones",61,"Hungary","Casado/a",NA,"Ciudad pequena",11
13031,30,4,150,4,5,5,3,"Mujeres",42,"Hungary","Casado/a",NA,"Gran ciudad",14
13032,0,1,NA,0,5,5,2,"Mujeres",82,"Hungary","Viudo/a",NA,"Gran ciudad",8
13037,30,4,60,7,10,5,2,"Mujeres",35,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",12
13039,NA,5,370,6,6,7,4,"Mujeres",24,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",16
13047,30,5,480,7,8,8,3,"Mujeres",56,"Hungary","Casado/a",NA,"Gran ciudad",14
13066,150,5,120,4,6,5,1,"Varones",72,"Hungary","Viudo/a","Con menores en el hogar","Ciudad pequena",15
13068,15,3,NA,6,6,7,2,"Mujeres",58,"Hungary","Casado/a","Con menores en el hogar","Gran ciudad",16
13103,30,1,NA,6,4,7,4,"Mujeres",52,"Hungary","Casado/a",NA,"Pueblo rural",15
13104,120,3,NA,1,3,3,2,"Mujeres",67,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",13
13123,30,5,360,4,4,7,3,"Mujeres",46,"Hungary","Casado/a",NA,"Ciudad pequena",12
13142,10,2,NA,7,7,4,4,"Varones",48,"Hungary","Casado/a",NA,"Gran ciudad",12
13186,30,4,60,3,4,5,2,"Varones",71,"Hungary","Casado/a","Con menores en el hogar","Ciudad pequena",17
13193,0,5,305,9,8,9,2,"Mujeres",46,"Hungary","Casado/a","Sin menores en el hogar","Ciudad pequena",12
13209,787,5,60,7,8,8,2,"Mujeres",63,"Hungary","Casado/a","Sin menores en el hogar","Pueblo rural",12
13217,791,1,NA,3,5,1,1,"Mujeres",51,"Hungary","Soltero/a","Sin menores en el hogar","Pueblo rural",10
13227,20,5,90,5,3,3,3,"Varones",22,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",10
13228,30,5,90,4,5,1,1,"Mujeres",50,"Hungary","Divorciado/a","Con menores en el hogar","Ciudad pequena",11
13261,90,4,60,8,7,9,1,"Mujeres",65,"Hungary","Viudo/a","Con menores en el hogar","Pueblo rural",11
13264,0,3,NA,3,3,3,3,"Mujeres",64,"Hungary","Casado/a",NA,"Ciudad pequena",14
13282,30,5,NA,5,5,5,1,"Mujeres",68,"Hungary","Divorciado/a","Con menores en el hogar","Gran ciudad",12
13300,60,1,NA,6,5,5,2,"Mujeres",71,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",11
13308,15,4,90,9,8,9,3,"Mujeres",45,"Hungary","Casado/a",NA,"Gran ciudad",16
13325,0,5,150,2,3,3,3,"Mujeres",28,"Hungary","Soltero/a",NA,"Pueblo rural",12
13329,25,5,270,5,6,5,1,"Mujeres",31,"Hungary","Soltero/a","Sin menores en el hogar","Ciudad pequena",17
13330,20,4,180,6,8,8,2,"Mujeres",64,"Hungary","Casado/a","Con menores en el hogar","Pueblo rural",12
